TCR_Cluster	n	Sample
S_10364	1	LT1
S_10365	1	LT1
S_10366	1	LT1
S_10367	1	LT1
S_10368	1	LT1
S_10369	1	LT1
S_10370	1	LT1
S_10371	1	LT1
S_10372	1	LT1
S_10373	1	LT1
S_10374	1	LT1
S_10375	1	LT1
S_10376	1	LT1
S_10377	1	LT1
S_10378	1	LT1
S_10379	1	LT1
S_10380	1	LT1
S_10381	1	LT1
S_10382	1	LT1
S_10383	1	LT1
S_10384	1	LT1
S_10385	1	LT1
S_10386	1	LT1
S_10387	1	LT1
S_10388	1	LT1
S_10389	1	LT1
S_10390	1	LT1
S_10391	1	LT1
S_10392	1	LT1
S_10393	1	LT1
S_10394	1	LT1
S_10395	1	LT1
S_10396	1	LT1
S_10397	1	LT1
S_10398	1	LT1
S_10399	1	LT1
S_10400	1	LT1
S_10401	1	LT1
S_10403	1	LT1
S_10404	1	LT1
S_10405	1	LT1
S_10406	1	LT1
S_10407	1	LT1
S_10408	1	LT1
S_10409	1	LT1
S_10410	1	LT1
S_10411	1	LT1
S_10412	1	LT1
S_10413	1	LT1
S_10414	1	LT1
S_10415	1	LT1
S_10416	1	LT1
S_10417	1	LT1
S_10418	1	LT1
S_10419	1	LT1
S_10420	1	LT1
S_10421	1	LT1
S_10422	1	LT1
S_10423	1	LT1
S_10424	1	LT1
S_10425	1	LT1
S_10426	1	LT1
S_10427	1	LT1
S_10428	1	LT1
S_10429	1	LT1
S_10430	1	LT1
S_10431	1	LT1
S_10432	1	LT1
S_10433	1	LT1
S_10434	1	LT1
S_10435	1	LT1
S_10436	1	LT1
S_10437	1	LT1
S_10438	1	LT1
S_10439	1	LT1
S_10440	1	LT1
S_10441	1	LT1
S_10442	1	LT1
S_10443	1	LT1
S_10444	1	LT1
S_10445	1	LT1
S_10446	1	LT1
S_10447	1	LT1
S_10448	1	LT1
S_10449	1	LT1
S_10450	1	LT1
S_10451	1	LT1
S_10452	1	LT1
S_10453	1	LT1
S_10454	1	LT1
S_10455	1	LT1
S_10456	1	LT1
S_10457	1	LT1
S_10458	1	LT1
S_10459	1	LT1
S_10460	1	LT1
S_10461	1	LT1
S_10462	1	LT1
S_10463	1	LT1
S_10464	1	LT1
S_10465	1	LT1
S_10466	1	LT1
S_10467	1	LT1
S_10468	1	LT1
S_10469	1	LT1
S_10470	1	LT1
S_10471	1	LT1
S_10472	1	LT1
S_10473	1	LT1
S_10474	1	LT1
S_10475	1	LT1
S_10476	1	LT1
S_10477	1	LT1
S_10478	1	LT1
S_10479	1	LT1
S_10480	1	LT1
S_10481	1	LT1
S_10482	1	LT1
S_10483	1	LT1
S_10484	1	LT1
S_10485	1	LT1
S_10486	1	LT1
S_10487	1	LT1
S_10488	1	LT1
S_10489	1	LT1
S_10490	1	LT1
S_10491	1	LT1
S_10492	1	LT1
S_10493	1	LT1
S_10494	1	LT1
S_10495	1	LT1
S_10496	1	LT1
S_10497	1	LT1
S_10498	1	LT1
S_10499	1	LT1
S_10500	1	LT1
S_10501	1	LT1
S_10502	1	LT1
S_10503	1	LT1
S_10504	1	LT1
S_10505	1	LT1
S_10506	1	LT1
S_10507	1	LT1
S_10508	1	LT1
S_10509	1	LT1
S_10510	1	LT1
S_10511	1	LT1
S_10512	1	LT1
S_10513	1	LT1
S_10514	1	LT1
S_10515	1	LT1
S_10516	1	LT1
S_10517	1	LT1
S_10518	1	LT1
S_10519	1	LT1
S_10520	1	LT1
S_10521	1	LT1
S_10522	1	LT1
S_10524	1	LT1
S_10525	1	LT1
S_10526	1	LT1
S_10527	1	LT1
S_10528	1	LT1
S_10529	1	LT1
S_10530	1	LT1
S_10531	1	LT1
S_10532	1	LT1
S_10533	1	LT1
S_10534	1	LT1
S_10535	1	LT1
S_10536	1	LT1
S_10537	1	LT1
S_10538	1	LT1
S_10539	1	LT1
S_10540	1	LT1
S_10541	1	LT1
S_10542	1	LT1
S_10543	1	LT1
S_10544	1	LT1
S_10545	1	LT1
S_10546	1	LT1
S_10547	1	LT1
S_10548	1	LT1
S_10549	1	LT1
S_10550	1	LT1
S_10551	1	LT1
S_10552	1	LT1
S_10553	1	LT1
S_10554	1	LT1
S_10555	1	LT1
S_10556	1	LT1
S_10557	1	LT1
S_10558	1	LT1
S_10559	1	LT1
S_10560	1	LT1
S_10561	1	LT1
S_10562	1	LT1
S_10563	1	LT1
S_10564	1	LT1
S_10565	1	LT1
S_10566	1	LT1
S_10567	1	LT1
S_10568	1	LT1
S_10569	1	LT1
S_10570	1	LT1
S_10571	1	LT1
S_10572	1	LT1
S_10573	1	LT1
S_10574	1	LT1
S_10575	1	LT1
S_10576	1	LT1
S_10577	1	LT1
S_10578	1	LT1
S_10580	1	LT1
S_10581	1	LT1
S_10582	1	LT1
S_10583	1	LT1
S_10584	1	LT1
S_10585	1	LT1
S_10586	1	LT1
S_10587	1	LT1
S_10588	1	LT1
S_10589	1	LT1
S_10590	1	LT1
S_10591	1	LT1
S_10592	1	LT1
S_10593	1	LT1
S_10594	1	LT1
S_10595	1	LT1
S_10596	1	LT1
S_10597	1	LT1
S_10598	1	LT1
S_10599	1	LT1
S_10600	1	LT1
S_10601	1	LT1
S_10602	1	LT1
S_10603	1	LT1
S_10604	1	LT1
S_10605	1	LT1
S_10606	1	LT1
S_10607	1	LT1
S_10608	1	LT1
S_10609	1	LT1
S_10610	1	LT1
S_10611	1	LT1
S_10612	1	LT1
S_10614	1	LT1
S_10615	1	LT1
S_10616	1	LT1
S_10617	1	LT1
S_10618	1	LT1
S_10619	1	LT1
S_10620	1	LT1
S_10621	1	LT1
S_10622	1	LT1
S_10623	1	LT1
S_10624	1	LT1
S_10625	1	LT1
S_10626	1	LT1
S_10627	1	LT1
S_10628	1	LT1
S_10629	1	LT1
S_10631	1	LT1
S_10632	1	LT1
S_10633	1	LT1
S_10634	1	LT1
S_10635	1	LT1
S_10636	1	LT1
S_10637	1	LT1
S_10638	1	LT1
S_10639	1	LT1
S_10640	1	LT1
S_10641	1	LT1
S_10642	1	LT1
S_10643	1	LT1
S_10644	1	LT1
S_10645	1	LT1
S_10646	1	LT1
S_10647	1	LT1
S_10648	1	LT1
S_10649	1	LT1
S_10650	1	LT1
S_10651	1	LT1
S_10652	1	LT1
S_10653	1	LT1
S_10654	1	LT1
S_10655	1	LT1
S_10656	1	LT1
S_10657	1	LT1
S_10658	1	LT1
S_10659	1	LT1
S_10660	1	LT1
S_10661	1	LT1
S_10662	1	LT1
S_10663	1	LT1
S_10664	1	LT1
S_10665	1	LT1
S_10666	1	LT1
S_10667	1	LT1
S_10668	1	LT1
S_10669	1	LT1
S_10670	1	LT1
S_10671	1	LT1
S_10672	1	LT1
S_10673	1	LT1
S_10674	1	LT1
S_10675	1	LT1
S_10676	1	LT1
S_10677	1	LT1
S_10678	1	LT1
S_10679	1	LT1
S_10680	1	LT1
S_10681	1	LT1
S_10682	1	LT1
S_10683	1	LT1
S_10684	1	LT1
S_10685	1	LT1
S_10686	1	LT1
S_10687	1	LT1
S_10688	1	LT1
S_10689	1	LT1
S_10690	1	LT1
S_10691	1	LT1
S_10692	1	LT1
S_10693	1	LT1
S_10694	1	LT1
S_10695	1	LT1
S_10697	1	LT1
S_10698	1	LT1
S_10699	1	LT1
S_10700	1	LT1
S_10701	1	LT1
S_10702	1	LT1
S_10703	1	LT1
S_10704	1	LT1
S_10705	1	LT1
S_10706	1	LT1
S_10707	1	LT1
S_10708	1	LT1
S_10709	1	LT1
S_10710	1	LT1
S_10711	1	LT1
S_10712	1	LT1
S_10713	1	LT1
S_10714	1	LT1
S_10715	1	LT1
S_10716	1	LT1
S_10717	1	LT1
S_10718	1	LT1
S_10719	1	LT1
S_10720	1	LT1
S_10721	1	LT1
S_10722	1	LT1
S_10723	1	LT1
S_10724	1	LT1
S_10725	1	LT1
S_10726	1	LT1
S_10727	1	LT1
S_10728	1	LT1
S_10729	1	LT1
S_10730	1	LT1
S_10731	1	LT1
S_10732	1	LT1
S_10733	1	LT1
S_10734	1	LT1
S_10735	1	LT1
S_10736	1	LT1
S_10737	1	LT1
S_10738	1	LT1
S_10739	1	LT1
S_10740	1	LT1
S_10741	1	LT1
S_10742	1	LT1
S_10743	1	LT1
S_10744	1	LT1
S_10745	1	LT1
S_10746	1	LT1
S_10747	1	LT1
S_10748	1	LT1
S_10750	1	LT1
S_10751	1	LT1
S_10752	1	LT1
S_10753	1	LT1
S_10754	1	LT1
S_10755	1	LT1
S_10756	1	LT1
S_10757	1	LT1
S_10758	1	LT1
S_10759	1	LT1
S_10760	1	LT1
S_10761	1	LT1
S_10762	1	LT1
S_10763	1	LT1
S_10764	1	LT1
S_10765	1	LT1
S_10766	1	LT1
S_10767	1	LT1
S_10768	1	LT1
S_10769	1	LT1
S_10770	1	LT1
S_10771	1	LT1
S_10772	1	LT1
S_10773	1	LT1
S_10775	1	LT1
S_10776	1	LT1
S_10777	1	LT1
S_10778	1	LT1
S_10779	1	LT1
S_10780	1	LT1
S_10781	1	LT1
S_10782	1	LT1
S_10783	1	LT1
S_10784	1	LT1
S_10785	1	LT1
S_10786	1	LT1
S_10787	1	LT1
S_10788	1	LT1
S_10789	1	LT1
S_10790	1	LT1
S_10791	1	LT1
S_10792	1	LT1
S_10793	1	LT1
S_10794	1	LT1
S_10795	1	LT1
S_10796	1	LT1
S_10797	1	LT1
S_10798	1	LT1
S_10799	1	LT1
S_10800	1	LT1
S_10801	1	LT1
S_10802	1	LT1
S_10803	1	LT1
S_10804	1	LT1
S_10805	1	LT1
S_10806	1	LT1
S_10807	1	LT1
S_10808	1	LT1
S_10809	1	LT1
S_10810	1	LT1
S_10811	1	LT1
S_10812	1	LT1
S_10813	1	LT1
S_10814	1	LT1
S_10815	1	LT1
S_10816	1	LT1
S_10817	1	LT1
S_10818	1	LT1
S_10819	1	LT1
S_10820	1	LT1
S_10821	1	LT1
S_10822	1	LT1
S_10823	1	LT1
S_10824	1	LT1
S_10825	1	LT1
S_10826	1	LT1
S_10827	1	LT1
S_10828	1	LT1
S_10829	1	LT1
S_10830	1	LT1
S_10831	1	LT1
S_10832	1	LT1
S_10833	1	LT1
S_10836	1	LT1
S_10837	1	LT1
S_10838	1	LT1
S_10839	1	LT1
S_10840	1	LT1
S_10841	1	LT1
S_10842	1	LT1
S_10843	1	LT1
S_10844	1	LT1
S_10845	1	LT1
S_10846	1	LT1
S_10847	1	LT1
S_10848	1	LT1
S_10849	1	LT1
S_10850	1	LT1
S_10851	1	LT1
S_10852	1	LT1
S_10853	1	LT1
S_10854	1	LT1
S_10855	1	LT1
S_10856	1	LT1
S_10857	1	LT1
S_10858	1	LT1
S_10859	1	LT1
S_10860	1	LT1
S_10861	1	LT1
S_10862	1	LT1
S_10863	1	LT1
S_10864	1	LT1
S_10865	1	LT1
S_10866	1	LT1
S_10867	1	LT1
S_10868	1	LT1
S_10869	1	LT1
S_10870	1	LT1
S_10871	1	LT1
S_10872	1	LT1
S_10873	1	LT1
S_10874	1	LT1
S_10875	1	LT1
S_10876	1	LT1
S_10877	1	LT1
S_10878	1	LT1
S_10879	1	LT1
S_10880	1	LT1
S_10881	1	LT1
S_10882	1	LT1
S_10883	1	LT1
S_10884	1	LT1
S_10885	1	LT1
S_10886	1	LT1
S_10887	1	LT1
S_10888	1	LT1
S_10889	1	LT1
S_10890	1	LT1
S_10891	1	LT1
S_10892	1	LT1
S_10893	1	LT1
S_10894	1	LT1
S_10895	1	LT1
S_10896	1	LT1
S_10897	1	LT1
S_10898	1	LT1
S_10899	1	LT1
S_10900	1	LT1
S_10901	1	LT1
S_10902	1	LT1
S_10903	1	LT1
S_10904	1	LT1
S_10905	1	LT1
S_10906	1	LT1
S_10907	1	LT1
S_10908	1	LT1
S_10909	1	LT1
S_10910	1	LT1
S_10911	1	LT1
S_10912	1	LT1
S_10913	1	LT1
S_10914	1	LT1
S_10915	1	LT1
S_10916	1	LT1
S_10917	1	LT1
S_10918	1	LT1
S_10919	1	LT1
S_10920	1	LT1
S_10921	1	LT1
S_10922	1	LT1
S_10923	1	LT1
S_10924	1	LT1
S_10925	1	LT1
S_10926	1	LT1
S_10927	1	LT1
S_10928	1	LT1
S_10929	1	LT1
S_10930	1	LT1
S_10931	1	LT1
S_10932	1	LT1
S_10933	1	LT1
S_10934	1	LT1
S_10935	1	LT1
S_10936	1	LT1
S_10937	1	LT1
S_10938	1	LT1
S_10939	1	LT1
S_10940	1	LT1
S_10941	1	LT1
S_10942	1	LT1
S_10943	1	LT1
S_10944	1	LT1
S_10945	1	LT1
S_10946	1	LT1
S_10947	1	LT1
S_10948	1	LT1
S_10949	1	LT1
S_10950	1	LT1
S_10951	1	LT1
S_10952	1	LT1
S_10953	1	LT1
S_10954	1	LT1
S_10955	1	LT1
S_10956	1	LT1
S_10957	1	LT1
S_10958	1	LT1
S_10959	1	LT1
S_10960	1	LT1
S_10961	1	LT1
S_10962	1	LT1
S_10963	1	LT1
S_10964	1	LT1
S_10965	1	LT1
S_10966	1	LT1
S_10967	1	LT1
S_10968	1	LT1
S_10969	1	LT1
S_10970	1	LT1
S_10971	1	LT1
S_10972	1	LT1
S_10973	1	LT1
S_10974	1	LT1
S_10975	1	LT1
S_10976	1	LT1
S_10977	1	LT1
S_10978	1	LT1
S_10979	1	LT1
S_10980	1	LT1
S_10981	1	LT1
S_10982	1	LT1
S_10983	1	LT1
S_10984	1	LT1
S_10985	1	LT1
S_10986	1	LT1
S_10987	1	LT1
S_10988	1	LT1
S_10989	1	LT1
S_10990	1	LT1
S_10991	1	LT1
S_10992	1	LT1
S_10993	1	LT1
S_10994	1	LT1
S_10995	1	LT1
S_10996	1	LT1
S_10997	1	LT1
S_10998	1	LT1
S_10999	1	LT1
S_11000	1	LT1
S_11001	1	LT1
S_11002	1	LT1
S_11003	1	LT1
S_11004	1	LT1
S_11005	1	LT1
S_11006	1	LT1
S_11007	1	LT1
S_11008	1	LT1
S_11009	1	LT1
S_11010	1	LT1
S_11011	1	LT1
S_11012	1	LT1
S_11013	1	LT1
S_11014	1	LT1
S_11015	1	LT1
S_11016	1	LT1
S_11017	1	LT1
S_11018	1	LT1
S_11019	1	LT1
S_11020	1	LT1
S_11021	1	LT1
S_11022	1	LT1
S_11023	1	LT1
S_11024	1	LT1
S_11025	1	LT1
S_11027	1	LT1
S_11028	1	LT1
S_11029	1	LT1
S_11030	1	LT1
S_11031	1	LT1
S_11032	1	LT1
S_11033	1	LT1
S_11034	1	LT1
S_11035	1	LT1
S_11036	1	LT1
S_11037	1	LT1
S_11038	1	LT1
S_11039	1	LT1
S_11040	1	LT1
S_11041	1	LT1
S_11042	1	LT1
S_11043	1	LT1
S_11044	1	LT1
S_11045	1	LT1
S_11046	1	LT1
S_11047	1	LT1
S_11048	1	LT1
S_11049	1	LT1
S_11050	1	LT1
S_11051	1	LT1
S_11052	1	LT1
S_11053	1	LT1
S_11054	1	LT1
S_11055	1	LT1
S_11056	1	LT1
S_11057	1	LT1
S_11058	1	LT1
S_11059	1	LT1
S_11060	1	LT1
S_11061	1	LT1
S_11062	1	LT1
S_11063	1	LT1
S_11064	1	LT1
S_11065	1	LT1
S_11066	1	LT1
S_11067	1	LT1
S_11068	1	LT1
S_11069	1	LT1
S_11070	1	LT1
S_11071	1	LT1
S_11072	1	LT1
S_11073	1	LT1
S_11074	1	LT1
S_11075	1	LT1
S_11076	1	LT1
S_11077	1	LT1
S_11078	1	LT1
S_11079	1	LT1
S_11080	1	LT1
S_11081	1	LT1
S_11082	1	LT1
S_11083	1	LT1
S_11084	1	LT1
S_11085	1	LT1
S_11086	1	LT1
S_11087	1	LT1
S_11088	1	LT1
S_11089	1	LT1
S_11090	1	LT1
S_11091	1	LT1
S_11092	1	LT1
S_11093	1	LT1
S_11094	1	LT1
S_11095	1	LT1
S_11096	1	LT1
S_11097	1	LT1
S_11098	1	LT1
S_11099	1	LT1
S_11100	1	LT1
S_11101	1	LT1
S_11102	1	LT1
S_11103	1	LT1
S_11104	1	LT1
S_11105	1	LT1
S_11106	1	LT1
S_11107	1	LT1
S_11108	1	LT1
S_11109	1	LT1
S_11110	1	LT1
S_11111	1	LT1
S_11112	1	LT1
S_11113	1	LT1
S_11114	1	LT1
S_11115	1	LT1
S_11116	1	LT1
S_11117	1	LT1
S_11118	1	LT1
S_11119	1	LT1
S_11120	1	LT1
S_11121	1	LT1
S_11122	1	LT1
S_11123	1	LT1
S_11124	1	LT1
S_11125	1	LT1
S_11126	1	LT1
S_11127	1	LT1
S_11128	1	LT1
S_11129	1	LT1
S_11130	1	LT1
S_11131	1	LT1
S_11132	1	LT1
S_11133	1	LT1
S_11134	1	LT1
S_11135	1	LT1
S_11136	1	LT1
S_11137	1	LT1
S_11138	1	LT1
S_11139	1	LT1
S_11140	1	LT1
S_11141	1	LT1
S_11142	1	LT1
S_11143	1	LT1
S_11144	1	LT1
S_11145	1	LT1
S_11146	1	LT1
S_11147	1	LT1
S_11148	1	LT1
S_11149	1	LT1
S_11150	1	LT1
S_11151	1	LT1
S_11152	1	LT1
S_11153	1	LT1
S_11154	1	LT1
S_11155	1	LT1
S_11156	1	LT1
S_11157	1	LT1
S_11158	1	LT1
S_11159	1	LT1
S_11160	1	LT1
S_11161	1	LT1
S_11162	1	LT1
S_11163	1	LT1
S_11164	1	LT1
S_11165	1	LT1
S_11166	1	LT1
S_11167	1	LT1
S_11168	1	LT1
S_11169	1	LT1
S_11170	1	LT1
S_11171	1	LT1
S_11172	1	LT1
S_11173	1	LT1
S_11174	1	LT1
S_11175	1	LT1
S_11176	1	LT1
S_11177	1	LT1
S_11178	1	LT1
S_11179	1	LT1
S_11180	1	LT1
S_11181	1	LT1
S_11182	1	LT1
S_11183	1	LT1
S_11184	1	LT1
S_11185	1	LT1
S_11186	1	LT1
S_11187	1	LT1
S_11188	1	LT1
S_11189	1	LT1
S_11190	1	LT1
S_11191	1	LT1
S_11192	1	LT1
S_11193	1	LT1
S_11194	1	LT1
S_11195	1	LT1
S_11196	1	LT1
S_11197	1	LT1
S_11198	1	LT1
S_11199	1	LT1
S_11200	1	LT1
S_11201	1	LT1
S_11202	1	LT1
S_11203	1	LT1
S_11204	1	LT1
S_11205	1	LT1
S_11206	1	LT1
S_11207	1	LT1
S_11208	1	LT1
S_11209	1	LT1
S_11210	1	LT1
S_11211	1	LT1
S_11212	1	LT1
S_11213	1	LT1
S_11214	1	LT1
S_11215	1	LT1
S_11216	1	LT1
S_11217	1	LT1
S_11218	1	LT1
S_11219	1	LT1
S_11220	1	LT1
S_11221	1	LT1
S_11222	1	LT1
S_11223	1	LT1
S_11224	1	LT1
S_11225	1	LT1
S_11226	1	LT1
S_11227	1	LT1
S_11228	1	LT1
S_11229	1	LT1
S_11230	1	LT1
S_11231	1	LT1
S_11232	1	LT1
S_11233	1	LT1
S_11234	1	LT1
S_11235	1	LT1
S_11236	1	LT1
S_11237	1	LT1
S_11238	1	LT1
S_11239	1	LT1
S_11240	1	LT1
S_11241	1	LT1
S_11242	1	LT1
S_11243	1	LT1
S_11244	1	LT1
S_11245	1	LT1
S_11246	1	LT1
S_11247	1	LT1
S_11248	1	LT1
S_11249	1	LT1
S_11250	1	LT1
S_11251	1	LT1
S_11252	1	LT1
S_11253	1	LT1
S_11254	1	LT1
S_11255	1	LT1
S_11256	1	LT1
S_11257	1	LT1
S_11258	1	LT1
S_11259	1	LT1
S_11260	1	LT1
S_11261	1	LT1
S_11262	1	LT1
S_11263	1	LT1
S_11264	1	LT1
S_11265	1	LT1
S_11266	1	LT1
S_11267	1	LT1
S_11268	1	LT1
S_11269	1	LT1
S_11271	1	LT1
S_11272	1	LT1
S_11273	1	LT1
S_11274	1	LT1
S_11275	1	LT1
S_11276	1	LT1
S_11277	1	LT1
S_11278	1	LT1
S_11279	1	LT1
S_11280	1	LT1
S_11281	1	LT1
S_11282	1	LT1
S_11283	1	LT1
S_11284	1	LT1
S_11285	1	LT1
S_11286	1	LT1
S_11287	1	LT1
S_11288	1	LT1
S_11289	1	LT1
S_11290	1	LT1
S_11291	1	LT1
S_11292	1	LT1
S_11293	1	LT1
S_11294	1	LT1
S_11295	1	LT1
S_11296	1	LT1
S_11297	1	LT1
S_11298	1	LT1
S_11299	1	LT1
S_11300	1	LT1
S_11301	1	LT1
S_11302	1	LT1
S_11303	1	LT1
S_11304	1	LT1
S_11305	1	LT1
S_11306	1	LT1
S_11307	1	LT1
S_11308	1	LT1
S_11309	1	LT1
S_11310	1	LT1
S_11311	1	LT1
S_11312	1	LT1
S_11313	1	LT1
S_11314	1	LT1
S_11315	1	LT1
S_11316	1	LT1
S_11317	1	LT1
S_11318	1	LT1
S_11320	1	LT1
S_11321	1	LT1
S_11322	1	LT1
S_11323	1	LT1
S_11324	1	LT1
S_11325	1	LT1
S_11326	1	LT1
S_11327	1	LT1
S_11328	1	LT1
S_11329	1	LT1
S_11330	1	LT1
S_11331	1	LT1
S_11332	1	LT1
S_11333	1	LT1
S_11334	1	LT1
S_11335	1	LT1
S_11336	1	LT1
S_11337	1	LT1
S_11338	1	LT1
S_11339	1	LT1
S_11340	1	LT1
S_11341	1	LT1
S_11342	1	LT1
S_11343	1	LT1
S_11344	1	LT1
S_11345	1	LT1
S_11346	1	LT1
S_11347	1	LT1
S_11348	1	LT1
S_11349	1	LT1
S_11350	1	LT1
S_11351	1	LT1
S_11352	1	LT1
S_11353	1	LT1
S_11354	1	LT1
S_11355	1	LT1
S_11356	1	LT1
S_11357	1	LT1
S_11358	1	LT1
S_11359	1	LT1
S_11360	1	LT1
S_11361	1	LT1
S_11362	1	LT1
S_11363	1	LT1
S_11364	1	LT1
S_11365	1	LT1
S_11367	1	LT1
S_11368	1	LT1
S_11369	1	LT1
S_11370	1	LT1
S_11371	1	LT1
S_11372	1	LT1
S_11373	1	LT1
S_11374	1	LT1
S_11375	1	LT1
S_11376	1	LT1
S_11377	1	LT1
S_11378	1	LT1
S_11379	1	LT1
S_11380	1	LT1
S_11382	1	LT1
S_11383	1	LT1
S_11384	1	LT1
S_11385	1	LT1
S_11386	1	LT1
S_11387	1	LT1
S_11388	1	LT1
S_11389	1	LT1
S_11390	1	LT1
S_11391	1	LT1
S_11392	1	LT1
S_11393	1	LT1
S_11394	1	LT1
S_11395	1	LT1
S_11396	1	LT1
S_11397	1	LT1
S_11398	1	LT1
S_11399	1	LT1
S_11400	1	LT1
S_11401	1	LT1
S_11402	1	LT1
S_11403	1	LT1
S_11404	1	LT1
S_11405	1	LT1
S_11406	1	LT1
S_11407	1	LT1
S_11408	1	LT1
S_11409	1	LT1
S_11410	1	LT1
S_11411	1	LT1
S_11412	1	LT1
S_11413	1	LT1
S_11414	1	LT1
S_11415	1	LT1
S_11416	1	LT1
S_11417	1	LT1
S_11418	1	LT1
S_11419	1	LT1
S_11420	1	LT1
S_11421	1	LT1
S_11422	1	LT1
S_11423	1	LT1
S_11424	1	LT1
S_11425	1	LT1
S_11426	1	LT1
S_11427	1	LT1
S_11428	1	LT1
S_11429	1	LT1
S_11430	1	LT1
S_11431	1	LT1
S_11432	1	LT1
S_11433	1	LT1
S_11434	1	LT1
S_11435	1	LT1
S_11436	1	LT1
S_11437	1	LT1
S_11438	1	LT1
S_11439	1	LT1
S_11440	1	LT1
S_11441	1	LT1
S_11442	1	LT1
S_11443	1	LT1
S_11444	1	LT1
S_11445	1	LT1
S_11447	1	LT1
S_11448	1	LT1
S_11450	1	LT1
S_11451	1	LT1
S_11452	1	LT1
S_11453	1	LT1
S_11454	1	LT1
S_11455	1	LT1
S_11456	1	LT1
S_11457	1	LT1
S_11458	1	LT1
S_11459	1	LT1
S_11460	1	LT1
S_11461	1	LT1
S_11462	1	LT1
S_11463	1	LT1
S_11464	1	LT1
S_11465	1	LT1
S_11466	1	LT1
S_11467	1	LT1
S_11468	1	LT1
S_11469	1	LT1
S_11470	1	LT1
S_11471	1	LT1
S_11472	1	LT1
S_11473	1	LT1
S_11474	1	LT1
S_11475	1	LT1
S_11476	1	LT1
S_11477	1	LT1
S_11478	1	LT1
S_11479	1	LT1
S_11480	1	LT1
S_11481	1	LT1
S_11482	1	LT1
S_11483	1	LT1
S_11484	1	LT1
S_11485	1	LT1
S_11486	1	LT1
S_11487	1	LT1
S_11488	1	LT1
S_11489	1	LT1
S_11490	1	LT1
S_11491	1	LT1
S_11492	1	LT1
S_11493	1	LT1
S_11494	1	LT1
S_11495	1	LT1
S_11496	1	LT1
S_11497	1	LT1
S_11498	1	LT1
S_11499	1	LT1
S_11500	1	LT1
S_11501	1	LT1
S_11502	1	LT1
S_11503	1	LT1
S_11504	1	LT1
S_11505	1	LT1
S_11506	1	LT1
S_11507	1	LT1
S_11508	1	LT1
S_11509	1	LT1
S_11510	1	LT1
S_11511	1	LT1
S_11512	1	LT1
S_11513	1	LT1
S_11514	1	LT1
S_11515	1	LT1
S_11516	1	LT1
S_11517	1	LT1
S_11518	1	LT1
S_11519	1	LT1
S_11520	1	LT1
S_11521	1	LT1
S_11522	1	LT1
S_11523	1	LT1
S_11524	1	LT1
S_11525	1	LT1
S_11526	1	LT1
S_11527	1	LT1
S_11528	1	LT1
S_11529	1	LT1
S_11530	1	LT1
S_11531	1	LT1
S_11532	1	LT1
S_11533	1	LT1
S_11534	1	LT1
S_11535	1	LT1
S_11536	1	LT1
S_11537	1	LT1
S_11538	1	LT1
S_11539	1	LT1
S_11540	1	LT1
S_11541	1	LT1
S_11542	1	LT1
S_11543	1	LT1
S_11544	1	LT1
S_11545	1	LT1
S_11546	1	LT1
S_11547	1	LT1
S_11548	1	LT1
S_11549	1	LT1
S_11550	1	LT1
S_11551	1	LT1
S_11552	1	LT1
S_11553	1	LT1
S_11554	1	LT1
S_11555	1	LT1
S_11556	1	LT1
S_11557	1	LT1
S_11558	1	LT1
S_11559	1	LT1
S_11560	1	LT1
S_11561	1	LT1
S_11562	1	LT1
S_11563	1	LT1
S_11564	1	LT1
S_11565	1	LT1
S_11566	1	LT1
S_11567	1	LT1
S_11568	1	LT1
S_11569	1	LT1
S_11570	1	LT1
S_11571	1	LT1
S_11572	1	LT1
S_11573	1	LT1
S_11574	1	LT1
S_11575	1	LT1
S_11576	1	LT1
S_11577	1	LT1
S_11578	1	LT1
S_11579	1	LT1
S_11580	1	LT1
S_11581	1	LT1
S_11582	1	LT1
S_11583	1	LT1
S_11584	1	LT1
S_11585	1	LT1
S_11586	1	LT1
S_11587	1	LT1
S_11588	1	LT1
S_11589	1	LT1
S_11590	1	LT1
S_11591	1	LT1
S_11592	1	LT1
S_11593	1	LT1
S_11594	1	LT1
S_11595	1	LT1
S_11596	1	LT1
S_11597	1	LT1
S_11598	1	LT1
S_11599	1	LT1
S_11600	1	LT1
S_11601	1	LT1
S_11602	1	LT1
S_11603	1	LT1
S_11604	1	LT1
S_11605	1	LT1
S_11606	1	LT1
S_11607	1	LT1
S_11608	1	LT1
S_11609	1	LT1
S_11610	1	LT1
S_11611	1	LT1
S_11612	1	LT1
S_11613	1	LT1
S_11614	1	LT1
S_11615	1	LT1
S_11616	1	LT1
S_11617	1	LT1
S_11618	1	LT1
S_11619	1	LT1
S_11620	1	LT1
S_11621	1	LT1
S_11622	1	LT1
S_11623	1	LT1
S_11624	1	LT1
S_11625	1	LT1
S_11626	1	LT1
S_11627	1	LT1
S_11628	1	LT1
S_11629	1	LT1
S_11630	1	LT1
S_11631	1	LT1
S_11632	1	LT1
S_11633	1	LT1
S_11634	1	LT1
S_11635	1	LT1
S_11636	1	LT1
S_11637	1	LT1
S_11638	1	LT1
S_11639	1	LT1
S_11640	1	LT1
S_11641	1	LT1
S_11642	1	LT1
S_11643	1	LT1
S_11644	1	LT1
S_11645	1	LT1
S_11646	1	LT1
S_11647	1	LT1
S_11648	1	LT1
S_11649	1	LT1
S_11650	1	LT1
S_11651	1	LT1
